single_q,double_q,dashes,braces,spaces,percentages,semicolons,angle_brackets,special_chars,path_length,body_length,badwords_count,Cluster
0,0,0,0,0,0,0,0,0,24,0,0,1
0,0,0,0,0,0,0,0,0,20,0,0,1
0,0,0,0,0,0,0,0,0,22,0,0,1
2,2,0,3,8,0,3,2,0,68,86,0,1
2,2,0,3,8,0,3,2,0,64,86,0,1
2,2,0,3,8,0,3,2,0,69,86,0,1
2,2,0,3,8,0,3,2,0,57,86,0,1
2,2,0,3,6,0,3,2,0,68,75,0,1
2,2,0,3,6,0,3,2,0,64,75,0,1
2,2,0,3,6,0,3,2,0,57,75,0,1
2,2,0,3,8,0,3,2,0,66,86,0,1
2,2,0,3,6,0,3,2,0,69,75,0,1
2,2,0,3,6,0,3,2,0,66,75,0,1
2,2,0,3,8,0,3,2,0,86,86,0,1
2,2,0,3,8,0,3,2,0,84,86,0,1
2,2,0,3,8,0,3,2,0,76,86,0,1
2,2,0,3,8,0,3,2,0,74,86,0,1
2,2,0,3,8,0,3,2,0,90,86,0,1
2,2,0,3,8,0,3,2,0,103,86,0,1
2,2,0,3,6,0,3,2,0,103,75,0,1
2,2,0,3,8,0,3,2,0,74,86,1,1
2,2,0,3,8,0,3,2,0,62,86,1,1
2,2,0,3,8,0,3,2,0,64,86,0,1
2,2,0,3,6,0,3,2,0,90,75,0,1
2,2,0,3,8,0,3,2,0,68,86,0,1
2,2,0,3,8,0,3,2,0,61,86,0,1
2,2,0,3,8,0,3,2,0,69,86,0,1
2,2,0,3,6,0,3,2,0,74,75,0,1
2,2,0,3,6,0,3,2,0,86,75,0,1
2,2,0,3,8,0,3,2,0,71,86,0,1
2,2,0,3,8,0,3,2,0,83,86,0,1
2,2,0,3,6,0,3,2,0,76,75,0,1
2,2,0,3,6,0,3,2,0,62,75,1,1
2,2,0,3,6,0,3,2,0,74,75,1,1
2,2,0,3,6,0,3,2,0,61,75,0,1
2,2,0,3,6,0,3,2,0,68,75,0,1
2,2,0,3,6,0,3,2,0,64,75,0,1
2,2,0,3,6,0,3,2,0,83,75,0,1
2,2,0,3,8,0,3,2,0,63,86,0,1
2,2,0,3,6,0,3,2,0,71,75,0,1
2,2,0,3,6,0,3,2,0,69,75,0,1
2,2,0,3,6,0,3,2,0,63,75,0,1
2,2,0,3,8,0,3,2,0,71,86,0,1
2,2,0,3,6,0,3,2,0,71,75,0,1
2,2,0,3,8,0,3,2,0,73,86,0,1
2,2,0,3,6,0,3,2,0,73,75,0,1
2,2,0,3,8,0,3,2,0,77,86,0,1
2,2,0,3,8,0,3,2,0,66,86,0,1
2,2,0,3,8,0,3,2,0,66,86,0,1
2,2,0,3,8,0,3,2,0,86,86,0,1
2,2,0,3,6,0,3,2,0,66,75,0,1
2,2,0,3,6,0,3,2,0,77,75,0,1
2,2,0,3,6,0,3,2,0,86,75,0,1
2,2,0,3,6,0,3,2,0,66,75,0,1
2,2,0,3,9,0,3,2,0,69,86,0,1
2,2,0,3,7,0,3,2,0,69,75,0,1
2,2,0,3,9,0,3,2,0,79,86,0,1
2,2,0,3,7,0,3,2,0,79,75,0,1
2,2,0,3,11,0,3,2,0,107,86,0,1
2,2,0,3,11,0,3,2,0,99,86,0,1
2,2,0,3,11,0,3,2,0,113,86,0,1
2,2,0,3,11,0,3,2,0,109,86,0,1
2,2,0,3,11,0,3,2,0,113,86,0,1
2,2,0,3,9,0,3,2,0,113,75,0,1
2,2,0,3,9,0,3,2,0,99,75,0,1
2,2,0,3,9,0,3,2,0,107,75,0,1
2,2,0,3,9,0,3,2,0,109,75,0,1
2,2,0,3,9,0,3,2,0,113,75,0,1
2,2,0,3,8,0,3,2,0,59,86,0,1
2,2,0,3,8,0,3,2,0,67,86,0,1
2,2,0,3,8,0,3,2,0,67,86,0,1
2,2,0,3,8,0,3,2,0,85,86,0,1
2,2,0,3,8,0,3,2,0,67,86,0,1
2,2,0,3,8,0,3,2,0,71,86,0,1
2,2,0,3,8,0,3,2,0,69,86,0,1
2,2,0,3,8,0,3,2,0,68,86,0,1
2,2,0,3,6,0,3,2,0,67,75,0,1
2,2,0,3,6,0,3,2,0,59,75,0,1
2,2,0,3,6,0,3,2,0,67,75,0,1
2,2,0,3,8,0,3,2,0,73,86,0,1
2,2,0,3,8,0,3,2,0,71,86,0,1
2,2,0,3,8,0,3,2,0,73,86,0,1
2,2,0,3,8,0,3,2,0,63,86,0,1
2,2,0,3,8,0,3,2,0,84,86,0,1
2,2,0,3,8,0,3,2,0,77,86,0,1
2,2,0,3,6,0,3,2,0,71,75,0,1
2,2,0,3,6,0,3,2,0,67,75,0,1
2,2,0,3,6,0,3,2,0,68,75,0,1
2,2,0,3,6,0,3,2,0,69,75,0,1
2,2,0,3,6,0,3,2,0,84,75,0,1
2,2,0,3,6,0,3,2,0,71,75,0,1
2,2,0,3,6,0,3,2,0,85,75,0,1
2,2,0,3,6,0,3,2,0,77,75,0,1
2,2,0,3,6,0,3,2,0,63,75,0,1
2,2,0,3,6,0,3,2,0,73,75,0,1
2,2,0,3,6,0,3,2,0,73,75,0,1
2,2,0,3,8,0,3,2,0,70,86,0,1
2,2,0,3,8,0,3,2,0,70,86,0,1
2,2,0,3,8,0,3,2,0,77,86,0,1
2,2,0,3,6,0,3,2,0,77,75,0,1
2,2,0,3,6,0,3,2,0,70,75,0,1
2,2,0,3,8,0,3,2,0,64,86,0,1
2,2,0,3,8,0,3,2,0,75,86,0,1
2,2,0,3,8,0,3,2,0,85,86,0,1
2,2,0,3,6,0,3,2,0,70,75,0,1
2,2,0,3,8,0,3,2,0,96,86,0,1
2,2,0,3,6,0,3,2,0,64,75,0,1
2,2,0,3,6,0,3,2,0,75,75,0,1
2,2,0,3,6,0,3,2,0,96,75,0,1
2,2,0,3,6,0,3,2,0,85,75,0,1
2,2,0,3,6,0,3,2,0,84,75,0,1
0,0,0,0,0,0,0,0,0,8,59,1,1
0,0,0,0,0,0,0,0,0,12,58,0,1
0,0,0,0,7,0,0,0,0,13,141,0,0
0,0,0,0,7,0,0,0,0,13,148,0,0
0,0,0,0,0,0,0,0,0,12,65,0,1
0,0,0,0,0,0,0,0,0,8,66,1,1
0,0,0,0,7,0,0,0,0,13,149,0,0
0,0,0,0,0,0,0,0,0,12,66,0,1
0,0,0,0,0,0,0,0,0,8,67,1,1
0,0,0,0,0,0,0,0,0,68,0,0,1
0,0,0,0,0,0,0,0,0,64,0,0,1
0,0,0,0,0,0,0,0,0,12,70,0,1
0,0,0,0,7,0,0,0,0,13,153,0,0
0,0,0,0,0,0,0,0,0,8,71,1,1
0,0,0,0,0,0,0,0,0,75,0,0,1
0,0,0,0,0,0,0,0,0,71,0,0,1
0,0,0,0,0,0,0,0,0,49,0,0,1
0,0,0,0,0,0,0,0,0,50,0,0,1
2,0,0,0,0,0,1,0,0,12,74,0,1
2,0,0,0,7,0,1,0,0,13,157,0,0
2,0,0,0,0,0,1,0,0,8,75,1,1
0,0,0,0,0,0,0,0,0,76,0,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,1
0,0,0,0,0,0,0,0,0,55,0,0,1
0,0,0,0,0,0,0,0,0,48,0,0,1
0,0,0,0,0,0,0,0,0,72,0,0,1
0,0,0,0,0,0,0,0,0,90,0,0,1
2,0,0,0,0,0,0,0,0,12,71,0,1
2,0,0,0,7,0,0,0,0,13,154,0,0
2,0,0,0,0,0,0,0,0,8,72,1,1
0,0,0,0,0,0,0,0,0,58,0,0,1
0,0,0,0,0,0,0,0,0,80,0,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
0,0,0,0,0,0,0,0,0,76,0,0,1
0,0,0,0,0,0,0,0,0,97,0,0,1
0,0,0,0,0,0,0,0,0,62,0,0,1
0,0,0,0,0,0,0,0,0,55,0,0,1
0,0,0,0,0,0,0,0,0,12,66,0,1
0,0,0,0,7,0,0,0,0,13,149,0,0
0,0,0,0,0,0,0,0,0,62,0,0,1
0,0,0,0,0,0,0,0,0,8,67,1,1
2,0,0,0,0,0,1,0,0,84,0,0,1
2,0,0,0,0,0,1,0,0,80,0,0,1
0,0,0,0,0,0,0,0,0,61,0,0,1
0,0,0,0,0,0,0,0,0,98,0,0,1
0,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,1
0,0,0,0,0,0,0,0,0,12,67,0,1
0,0,0,0,7,0,0,0,0,13,150,0,0
2,0,0,0,0,0,1,0,0,66,0,0,1
0,0,0,0,0,0,0,0,0,8,68,1,1
2,0,0,0,0,0,0,0,0,81,0,0,1
2,0,0,0,0,0,0,0,0,77,0,0,1
2,0,0,0,0,0,1,0,0,65,0,0,1
0,0,0,0,0,0,0,0,0,102,0,0,1
0,0,0,0,0,0,0,0,0,67,0,0,1
0,0,0,0,7,0,0,0,0,13,143,0,0
0,0,0,0,0,0,0,0,0,12,60,0,1
0,0,0,0,0,0,0,0,0,60,0,0,1
2,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,0,0,0,0,0,8,61,1,1
0,0,0,0,0,0,0,0,0,76,0,0,1
0,0,0,0,0,0,0,0,0,72,0,0,1
2,0,0,0,0,0,0,0,0,62,0,0,1
2,0,0,0,0,0,1,0,0,71,0,0,1
2,0,0,0,0,0,1,0,0,106,0,0,1
0,0,0,0,7,0,0,0,0,13,150,0,0
0,0,0,0,0,0,0,0,0,12,52,0,1
2,0,0,0,0,0,1,0,0,64,0,0,1
0,0,0,0,0,0,0,0,0,58,0,0,1
0,0,0,0,0,0,0,0,0,8,59,1,1
0,0,0,0,0,0,0,0,0,77,0,0,1
0,0,0,0,0,0,0,0,0,73,0,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
2,0,0,0,0,0,0,0,0,68,0,0,1
2,0,0,0,0,0,0,0,0,103,0,0,1
0,0,0,0,7,0,0,0,0,13,157,0,0
0,0,0,0,0,0,0,0,0,12,59,0,1
2,0,0,0,0,0,0,0,0,61,0,0,1
0,0,0,0,0,0,0,0,0,8,66,1,1
0,0,0,0,0,0,0,0,0,59,0,0,1
0,0,0,0,0,0,0,0,0,70,0,0,1
0,0,0,0,0,0,0,0,0,66,0,0,1
0,0,0,0,0,0,0,0,0,58,0,0,1
0,0,0,0,7,0,0,0,0,13,158,0,0
0,0,0,0,0,0,0,0,0,12,60,0,1
0,0,0,0,0,0,0,0,0,98,0,0,1
0,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,1
0,0,0,0,0,0,0,0,0,52,0,0,1
0,0,0,0,0,0,0,0,0,8,67,1,1
0,0,0,0,0,0,0,0,0,69,0,0,1
0,0,0,0,0,0,0,0,0,12,64,0,1
0,0,0,0,0,0,0,0,0,51,0,0,1
0,0,0,0,7,0,0,0,0,13,162,0,0
0,0,0,0,0,0,0,0,0,64,0,0,1
0,0,0,0,0,0,0,0,0,99,0,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
0,0,0,0,0,0,0,0,0,8,71,1,1
0,0,0,0,0,0,0,0,0,76,0,0,1
2,0,0,0,7,0,1,0,0,13,166,0,0
2,0,0,0,0,0,1,0,0,12,68,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
0,0,0,0,0,0,0,0,0,92,0,0,1
0,0,0,0,0,0,0,0,0,50,0,0,1
0,0,0,0,0,0,0,0,0,77,0,0,1
2,0,0,0,0,0,1,0,0,8,75,1,1
2,0,0,0,0,0,0,0,0,12,65,0,1
2,0,0,0,7,0,0,0,0,13,163,0,0
0,0,0,0,0,0,0,0,0,68,0,0,1
0,0,0,0,0,0,0,0,0,12,60,0,1
0,0,0,0,0,0,0,0,0,81,0,0,1
2,0,0,0,0,0,0,0,0,8,72,1,1
0,0,0,0,0,0,0,0,0,75,0,0,1
0,0,0,0,7,0,0,0,0,13,158,0,0
0,0,0,0,0,0,0,0,0,8,67,1,1
0,0,0,0,0,0,0,0,0,12,61,0,1
2,0,0,0,0,0,1,0,0,85,0,0,1
0,0,0,0,0,0,0,0,0,76,0,0,1
0,0,0,0,7,0,0,0,0,13,159,0,0
0,0,0,0,0,0,0,0,0,12,54,0,1
0,0,0,0,0,0,0,0,0,8,68,1,1
2,0,0,0,0,0,0,0,0,82,0,0,1
0,0,0,0,7,0,0,0,0,13,152,0,0
0,0,0,0,0,0,0,0,0,80,0,0,1
0,0,0,0,0,0,0,0,0,8,61,1,1
0,0,0,0,7,0,0,0,0,13,150,0,0
2,0,0,0,0,0,1,0,0,84,0,0,1
0,0,0,0,0,0,0,0,0,77,0,0,1
0,0,0,0,0,0,0,0,0,8,57,1,1
0,0,0,0,7,0,0,0,0,13,157,0,0
2,0,0,0,0,0,0,0,0,81,0,0,1
0,0,0,0,0,0,0,0,0,78,0,0,1
0,0,0,0,0,0,0,0,0,8,64,1,1
0,0,0,0,7,0,0,0,0,13,158,0,0
0,0,0,0,0,0,0,0,0,76,0,0,1
0,0,0,0,0,0,0,0,0,71,0,0,1
0,0,0,0,0,0,0,0,0,8,65,1,1
0,0,0,0,7,0,0,0,0,13,162,0,0
0,0,0,0,0,0,0,0,0,77,0,0,1
0,0,0,0,0,0,0,0,0,8,69,1,1
2,0,0,0,7,0,1,0,0,13,166,0,0
0,0,0,0,0,0,0,0,0,70,0,0,1
2,0,0,0,0,0,1,0,0,8,73,1,1
2,0,0,0,7,0,0,0,0,13,163,0,0
2,0,0,0,0,0,0,0,0,8,70,1,1
0,0,0,0,7,0,0,0,0,13,158,0,0
0,0,0,0,0,0,0,0,0,8,65,1,1
0,0,0,0,7,0,0,0,0,13,159,0,0
0,0,0,0,0,0,0,0,0,8,66,1,1
0,0,0,0,7,0,0,0,0,13,152,0,0
0,0,0,0,0,0,0,0,0,8,59,1,1
0,0,0,0,2,0,0,0,0,13,106,0,0
0,0,0,0,2,0,0,0,0,13,113,0,0
0,0,0,0,2,0,0,0,0,13,114,0,0
0,0,0,0,2,0,0,0,0,13,118,0,0
2,0,0,0,2,0,1,0,0,13,122,0,0
2,0,0,0,2,0,0,0,0,13,119,0,0
0,0,0,0,2,0,0,0,0,13,114,0,0
0,0,0,0,3,0,0,0,0,91,0,0,1
0,0,0,0,2,0,0,0,0,13,115,0,0
0,0,0,0,0,0,0,0,0,47,0,0,1
0,0,0,0,3,0,0,0,0,98,0,0,1
0,0,0,0,2,0,0,0,0,13,108,0,0
0,0,0,0,3,0,0,0,0,99,0,0,1
0,0,0,0,0,0,0,0,0,54,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,1
0,0,0,0,0,0,0,0,0,55,0,0,1
0,0,0,0,7,0,0,0,0,13,153,0,0
0,0,0,0,0,0,0,0,0,55,0,0,1
0,0,0,0,3,0,0,0,0,103,0,0,1
0,0,0,0,0,0,0,0,0,62,0,0,1
0,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,0,0,0,0,0,59,0,0,1
2,0,0,0,3,0,1,0,0,107,0,0,1
0,0,0,0,7,0,0,0,0,13,160,0,0
0,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,0,0,0,0,0,64,0,0,1
2,0,0,0,0,0,1,0,0,63,0,0,1
0,0,0,0,7,0,0,0,0,13,161,0,0
2,0,0,0,3,0,0,0,0,104,0,0,1
0,0,0,0,0,0,0,0,0,67,0,0,1
0,0,0,0,0,0,0,0,0,68,0,0,1
2,0,0,0,0,0,0,0,0,60,0,0,1
0,0,0,0,3,0,0,0,0,99,0,0,1
0,0,0,0,7,0,0,0,0,13,165,0,0
2,0,0,0,0,0,1,0,0,71,0,0,1
2,0,0,0,0,0,1,0,0,72,0,0,1
0,0,0,0,0,0,0,0,0,55,0,0,1
2,0,0,0,7,0,1,0,0,13,169,0,0
2,0,0,0,0,0,0,0,0,69,0,0,1
2,0,0,0,0,0,0,0,0,68,0,0,1
0,0,0,0,3,0,0,0,0,100,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,1
2,0,0,0,7,0,0,0,0,13,166,0,0
0,0,0,0,0,0,0,0,0,64,0,0,1
0,0,0,0,0,0,0,0,0,63,0,0,1
0,0,0,0,3,0,0,0,0,93,0,0,1
0,0,0,0,0,0,0,0,0,49,0,0,1
0,0,0,0,7,0,0,0,0,13,161,0,0
0,0,0,0,0,0,0,0,0,65,0,0,1
0,0,0,0,0,0,0,0,0,64,0,0,1
0,0,0,0,7,0,0,0,0,13,162,0,0
0,0,0,0,0,0,0,0,0,58,0,0,1
0,0,0,0,0,0,0,0,0,57,0,0,1
0,0,0,0,7,0,0,0,0,13,155,0,0
0,0,0,0,5,0,0,0,0,13,145,0,0
0,0,0,0,5,0,0,0,0,13,152,0,0
0,0,0,0,5,0,0,0,0,13,153,0,0
0,0,0,0,5,0,0,0,0,13,157,0,0
2,0,0,0,5,0,1,0,0,13,161,0,0
2,0,0,0,5,0,0,0,0,13,158,0,0
0,0,0,0,5,0,0,0,0,13,153,0,0
0,0,0,0,5,0,0,0,0,13,154,0,0
0,0,0,0,5,0,0,0,0,13,147,0,0
0,2,2,0,2,0,0,2,0,8,53,1,1
0,2,2,0,2,0,0,2,0,12,52,0,1
0,2,2,0,9,0,0,2,0,13,135,0,0
0,3,2,0,9,0,0,4,0,13,138,0,0
0,2,2,0,2,0,0,2,0,58,0,0,1
0,2,2,0,2,0,0,2,0,62,0,0,1
0,2,2,0,9,0,0,2,0,13,136,0,0
0,3,2,0,2,0,0,4,0,12,55,0,1
0,3,2,0,2,0,0,4,0,8,56,1,1
0,2,2,0,2,0,0,2,0,44,0,0,1
0,2,2,0,2,0,0,2,0,43,0,0,1
0,3,2,0,2,0,0,4,0,61,0,0,1
0,3,2,0,9,0,0,4,0,13,139,0,0
0,3,2,0,2,0,0,4,0,65,0,0,1
0,3,2,0,2,0,0,4,0,47,0,0,1
0,2,2,0,2,0,0,2,0,12,53,0,1
0,2,2,0,2,0,0,2,0,63,0,0,1
0,2,2,0,9,0,0,2,0,13,144,0,0
0,2,2,0,2,0,0,2,0,59,0,0,1
0,2,2,0,2,0,0,2,0,8,54,1,1
0,3,2,0,2,0,0,4,0,46,0,0,1
0,2,2,0,2,0,0,2,0,49,0,0,1
0,2,2,0,2,0,0,2,0,42,0,0,1
0,2,2,0,2,0,0,2,0,84,0,0,1
0,2,2,0,2,0,0,2,0,45,0,0,1
0,3,2,0,2,0,0,4,0,66,0,0,1
0,2,2,0,2,0,0,2,0,44,0,0,1
0,3,2,0,2,0,0,4,0,62,0,0,1
0,3,2,0,9,0,0,4,0,13,147,0,0
0,3,2,0,2,0,0,4,0,52,0,0,1
0,3,2,0,2,0,0,4,0,45,0,0,1
0,3,2,0,2,0,0,4,0,87,0,0,1
0,3,2,0,2,0,0,4,0,12,56,0,1
0,3,2,0,2,0,0,4,0,48,0,0,1
0,3,2,0,2,0,0,4,0,47,0,0,1
0,2,2,0,2,0,0,2,0,63,0,0,1
0,3,2,0,2,0,0,4,0,8,57,1,1
0,2,2,0,9,0,0,2,0,13,145,0,0
0,2,2,0,2,0,0,2,0,50,0,0,1
0,2,2,0,2,0,0,2,0,85,0,0,1
0,2,2,0,2,0,0,2,0,43,0,0,1
0,3,2,0,2,0,0,4,0,66,0,0,1
0,3,2,0,2,0,0,4,0,53,0,0,1
0,3,2,0,2,0,0,4,0,88,0,0,1
0,3,2,0,9,0,0,4,0,13,148,0,0
0,3,2,0,2,0,0,4,0,46,0,0,1
0,2,2,0,5,0,0,2,0,85,0,0,1
0,2,2,0,2,0,0,2,0,64,0,0,1
0,2,2,0,2,0,0,2,0,8,53,1,1
0,2,2,0,9,0,0,2,0,13,144,0,0
0,2,2,0,2,0,0,2,0,62,0,0,1
0,2,2,0,2,0,0,2,0,41,0,0,1
0,3,2,0,5,0,0,4,0,88,0,0,1
0,3,2,0,2,0,0,4,0,67,0,0,1
0,3,2,0,9,0,0,4,0,13,147,0,0
0,3,2,0,2,0,0,4,0,65,0,0,1
0,2,2,0,2,0,0,2,0,49,0,0,1
0,2,2,0,2,0,0,2,0,50,0,0,1
0,2,2,0,5,0,0,2,0,86,0,0,1
0,3,2,0,2,0,0,4,0,44,0,0,1
0,2,2,0,9,0,0,2,0,13,145,0,0
0,3,2,0,2,0,0,4,0,8,56,1,1
0,2,2,0,2,0,0,2,0,63,0,0,1
0,3,2,0,2,0,0,4,0,52,0,0,1
0,3,2,0,5,0,0,4,0,89,0,0,1
0,3,2,0,2,0,0,4,0,53,0,0,1
0,3,2,0,9,0,0,4,0,13,148,0,0
0,2,2,0,2,0,0,2,0,42,0,0,1
0,3,2,0,2,0,0,4,0,66,0,0,1
0,2,2,0,2,0,0,2,0,50,0,0,1
0,2,2,0,4,0,0,2,0,13,100,0,0
0,2,2,0,2,0,0,2,0,8,54,1,1
0,2,2,0,2,0,0,2,0,51,0,0,1
0,3,2,0,2,0,0,4,0,45,0,0,1
0,3,2,0,2,0,0,4,0,53,0,0,1
0,3,2,0,4,0,0,4,0,13,103,0,0
0,3,2,0,2,0,0,4,0,54,0,0,1
0,2,2,0,4,0,0,2,0,13,101,0,0
0,3,2,0,2,0,0,4,0,8,57,1,1
0,3,2,0,4,0,0,4,0,13,104,0,0
0,2,2,0,9,0,0,2,0,13,147,0,0
0,2,2,0,2,0,0,2,0,8,51,1,1
0,3,2,0,9,0,0,4,0,13,150,0,0
0,2,2,0,9,0,0,2,0,13,148,0,0
0,3,2,0,2,0,0,4,0,8,54,1,1
0,3,2,0,9,0,0,4,0,13,151,0,0
0,2,2,0,7,0,0,2,0,13,139,0,0
0,3,2,0,7,0,0,4,0,13,142,0,0
0,2,2,0,7,0,0,2,0,13,140,0,0
0,3,2,0,7,0,0,4,0,13,143,0,0
0,2,2,0,2,0,0,2,0,12,46,0,1
0,3,2,0,2,0,0,4,0,12,49,0,1
0,2,2,0,2,0,0,2,0,12,47,0,1
0,3,2,0,2,0,0,4,0,12,50,0,1
0,2,2,0,2,0,0,2,0,8,52,1,1
0,3,2,0,2,0,0,4,0,8,55,1,1
0,0,0,0,0,0,0,0,0,8,38,1,1
0,0,0,0,7,0,0,0,0,13,120,0,0
0,0,0,0,0,0,0,0,0,12,37,0,1
0,0,0,0,7,0,0,0,0,13,132,0,0
0,0,0,0,0,0,0,0,0,8,41,1,1
0,0,0,0,0,0,0,0,0,12,40,0,1
1,1,0,1,7,0,1,4,0,13,140,2,0
0,0,0,0,0,0,0,0,0,47,0,0,1
0,0,0,0,0,0,0,0,0,43,0,0,1
1,1,0,1,7,0,1,4,0,13,141,2,0
0,0,0,0,0,0,0,0,0,59,0,0,1
0,0,0,0,0,0,0,0,0,29,0,0,1
0,0,0,0,0,0,0,0,0,28,0,0,1
0,0,0,0,0,0,0,0,0,50,0,0,1
1,1,0,1,9,0,0,2,0,13,142,0,0
1,1,0,1,0,0,1,4,0,12,57,2,1
1,1,0,1,0,0,1,4,0,8,58,3,1
1,1,0,1,0,0,1,4,0,67,0,2,1
0,0,0,0,0,0,0,0,0,41,0,0,1
0,0,0,0,0,0,0,0,0,51,0,0,1
1,1,0,1,0,0,1,4,0,63,0,2,1
0,0,0,0,0,0,0,0,0,69,0,0,1
0,0,0,0,0,0,0,0,0,34,0,0,1
0,0,0,0,0,0,0,0,0,27,0,0,1
0,0,0,0,7,0,0,0,0,13,129,0,0
1,1,0,1,0,0,1,4,0,68,0,2,1
1,1,0,1,0,0,1,4,0,64,0,2,1
1,1,0,1,0,0,1,4,0,49,0,2,1
1,1,0,1,0,0,1,4,0,48,0,2,1
0,0,0,1,0,0,1,8,0,94,0,2,1
0,0,0,0,0,0,0,0,0,46,0,0,1
0,0,0,1,7,0,1,8,0,13,154,2,0
0,0,0,1,0,0,1,8,0,52,0,2,1
1,1,0,1,0,0,1,4,0,12,58,2,1
1,1,0,1,0,0,1,4,0,8,59,3,1
1,1,0,1,2,0,0,2,0,69,0,0,1
1,1,0,1,0,0,1,4,0,50,0,2,1
1,1,0,1,2,0,0,2,0,65,0,0,1
1,1,0,1,0,0,1,4,0,49,0,2,1
0,0,0,1,0,0,1,8,0,53,0,2,1
0,0,0,0,7,0,0,0,0,13,129,0,0
1,1,0,1,0,0,1,4,0,54,0,2,1
0,0,0,1,0,0,1,8,0,95,0,2,1
1,1,0,1,2,0,0,2,0,51,0,0,1
0,0,0,0,0,0,0,0,0,48,0,0,1
1,1,0,1,2,0,0,2,0,50,0,0,1
0,0,0,1,7,0,1,8,0,13,154,2,0
1,1,0,1,0,0,1,4,0,55,0,2,1
0,0,0,1,2,0,0,6,0,54,0,0,1
1,1,0,1,2,0,0,2,0,12,59,0,1
0,0,0,1,2,0,0,6,0,96,0,0,1
1,1,0,1,2,0,0,2,0,8,60,1,1
0,0,0,0,3,0,0,0,0,70,0,0,1
0,0,0,0,0,0,0,0,0,50,0,0,1
0,0,0,1,7,0,1,8,0,13,155,2,0
1,1,0,1,2,0,0,2,0,56,0,0,1
0,0,0,1,2,0,0,2,0,89,0,0,1
0,0,0,1,2,0,0,2,0,47,0,0,1
0,0,0,0,0,0,0,0,0,26,0,0,1
0,0,0,0,3,0,0,0,0,91,0,0,1
1,1,0,1,0,0,1,4,0,68,0,2,1
0,0,0,1,9,0,0,6,0,13,156,0,0
0,0,0,0,0,0,0,0,0,12,31,0,1
0,0,0,1,0,0,1,8,0,51,0,2,1
0,0,0,0,0,0,0,0,0,47,0,0,1
1,1,0,1,3,0,1,4,0,90,0,2,1
0,0,0,0,0,0,0,0,0,8,38,1,1
1,1,0,1,0,0,1,4,0,69,0,2,1
0,0,0,1,9,0,0,2,0,13,149,0,0
0,0,0,0,0,0,0,0,0,84,0,0,1
1,1,0,1,3,0,1,4,0,91,0,2,1
1,1,0,1,2,0,0,2,0,70,0,0,1
0,0,0,0,0,0,0,0,0,12,40,0,1
0,0,0,0,2,0,0,0,0,13,85,0,0
1,1,0,1,5,0,0,2,0,92,0,0,1
1,1,0,1,0,0,1,4,0,67,0,2,1
0,0,0,0,0,0,0,0,0,8,41,1,1
0,0,0,0,7,0,0,0,0,13,132,0,0
1,1,0,1,0,0,1,4,0,68,0,2,1
1,1,0,1,0,0,1,4,0,12,51,2,1
1,1,0,1,2,0,1,4,0,13,105,2,0
1,1,0,1,2,0,0,2,0,69,0,0,1
1,1,0,1,2,0,1,4,0,13,106,2,0
1,1,0,1,0,0,1,4,0,12,52,2,1
1,1,0,1,4,0,0,2,0,13,107,0,0
0,0,0,0,7,0,0,0,0,13,132,0,0
1,1,0,1,2,0,0,2,0,12,53,0,1
1,1,0,1,7,0,1,4,0,13,152,2,0
1,1,0,1,7,0,1,4,0,13,153,2,0
1,1,0,1,9,0,0,2,0,13,154,0,0
0,0,0,0,5,0,0,0,0,13,124,0,0
0,0,0,0,7,0,0,0,0,13,132,0,0
1,1,0,1,5,0,1,4,0,13,144,2,0
1,1,0,1,5,0,1,4,0,13,145,2,0
1,1,0,1,7,0,0,2,0,13,146,0,0
1,1,0,1,0,0,1,4,0,8,58,3,1
1,1,0,1,0,0,1,4,0,8,59,3,1
0,0,0,0,0,0,0,0,0,34,0,0,1
0,0,0,0,0,0,0,0,0,35,0,0,1
0,0,0,0,0,0,0,0,0,36,0,0,1
0,0,0,0,0,0,0,0,0,55,0,0,1
1,1,0,1,2,0,0,2,0,8,60,1,1
1,1,0,1,0,0,1,4,0,55,0,2,1
1,1,0,1,0,0,1,4,0,54,0,2,1
1,1,0,1,0,0,1,4,0,56,0,2,1
1,1,0,1,0,0,1,4,0,55,0,2,1
0,0,0,0,0,0,0,0,0,8,36,1,1
1,1,0,1,2,0,0,2,0,57,0,0,1
1,1,0,1,2,0,0,2,0,56,0,0,1
0,0,0,0,0,0,0,0,0,8,41,1,1
1,1,0,1,0,0,1,4,0,8,56,3,1
1,1,0,1,0,0,1,4,0,8,57,3,1
1,1,0,1,2,0,0,2,0,8,58,1,1
